OrderID,OrderDate,CustomerName,CustomerSince,Age,Gender,Region,City,ProductID,ProductCategory,Price,Quantity,DiscountPercent,TotalSale,PaymentMethod,Channel,SalesRep,Rating,ReturnFlag,ShippingDays,Latitude,Longitude,Comments,OrderStatus,CouponCode,CouponApplied,LoyaltyScore,ChurnFlag,ShippingMethod
ORD100018,45436,Fatima Okafor,2020-10-04,24,Non-binary,Anambra,Awka,P1714,Household,55.47,3,5,158.09,Mobile Money,Phone Order,Rep_8,3.3,No,18,11.08666,4.851033,Late delivery,Pending,WELCOME5,FALSE,42,0,Express
ORD100019,2019-01-16,Emeka Ogundele,2022-09-01,18,Non-binary,Anambra,Awka,P1993,Automotive,20.47,4,5,77.79,Cash,In-Store,Rep_18,2.9,No,11,12.779185,4.217611,Wrong item,Returned,,TRUE,86,0,Express
ORD100020,2024-05-15,Chinedu Eze,2023-01-23,52,Non-binary,Kaduna,Kaduna City,P1310,Sports,44.16,1,0,44.16,Bank Transfer,In-Store,Rep_9,5,No,5,11.460157,4.915742,Excellent service,Cancelled,FREESHIP,FALSE,63,0,Express
ORD100021,2023-08-27,John Olu,2022-08-28,32,Male,Rivers,Eleme,P1770,Household,209.74,5,10,943.83,Pay on Delivery,In-Store,Rep_5,5,No,7,9.734795,3.563201,,Returned,,TRUE,58,0,Express
ORD100022,2021-04-08,Kemi Brown,2021-09-24,35,Male,Rivers,Eleme,P1452,Beauty,34.56,2,0,69.12,Card,In-Store,Rep_6,5,No,8,11.600621,4.121012,Damaged packaging,Shipped,SUMMER10,TRUE,53,0,Standard
ORD100023,2020-01-14,Blessing Musa,2020-11-09,17,Non-binary,Oyo,Ogbomoso,P1865,Electronics,89.36,3,5,254.68,Pay on Delivery,In-Store,Rep_26,2.7,No,20,10.973262,3.363589,,Cancelled,BLACKFRI,FALSE,40,0,Standard
ORD100024,2025-05-18,Grace Adeyemi,2019-09-24,28,Female,Kaduna,Kaduna City,P1276,Toys,19.84,1,0,19.84,Bank Transfer,In-Store,Rep_20,4.2,No,18,12.733445,3.286929,Wrong item,Completed,,TRUE,51,0,Pickup
ORD100025,2021-03-30,Fatima Ogundele,2025-03-25,36,Female,Enugu,Nsukka,P1960,Toys,44.76,5,0,223.8,Card,Phone Order,Rep_8,2.8,No,11,11.342899,4.853112,Late delivery,Cancelled,FREESHIP,FALSE,66,0,Express
ORD100026,2019-08-14,Mary Okafor,2020-02-17,21,Female,Kaduna,Kaduna City,P1998,Gr0ceries,106.48,5,0,532.4,Pay on Delivery,Online,Rep_18,5,No,14,9.055086,3.836392,Excellent service,Cancelled,,FALSE,91,1,Standard
ORD100027,2019-08-24,David Adeyemi,2019-09-13,39,Non-binary,Kaduna,Kaduna City,P1356,Toys,87.92,3,5,250.57,Bank Transfer,Online,Rep_6,2.4,No,2,9.412389,4.511371,,Returned,WELCOME5,TRUE,68,0,Pickup
ORD100028,2024-08-24,Blessing Ng,2023-10-29,27,Non-binary,Abuja,Wuse,P1109,Beauty,170.11,3,5,484.81,Bank Transfer,In-Store,Rep_14,3.2,No,4,10.686318,4.18544,Fast delivery,Returned,,TRUE,28,0,Express
ORD100029,01-09-2023,Ruth Ogundele,2021-06-10,31,Non-binary,Kaduna,Zaria,P1455,Beauty,131.45,2,5,249.75,Card,Phone Order,Rep_17,4.4,Yes,11,10.107539,4.337118,Excellent service,Returned,BLACKFRI,FALSE,63,0,Express
ORD100030,2024-05-18,Emeka Okoye,2023-03-16,27,Non-binary,Abuja,Garki,P1405,Groceries,55.46,2,0,110.92,Mobile Money,Phone Order,Rep_1,4.2,No,3,9.545188,4.335036,,Returned,,FALSE,68,0,Standard
ORD100031,"Nov 12, 2023",Mary Ali,2019-11-12,57,Female,Rivers,Obio-Akpor,P1779,Automotive,74.64,1,5,70.91,Card,Online,Rep_27,4.1,No,1,9.667673,4.291757,,Returned,SUMMER10,TRUE,89,0,Express
ORD100032,2022-07-29,Ahmed Ibrahim,2022-11-26,34,Non-binary,Anambra,Awka,P1627,Household,64.06,3,0,192.18,Cash,Online,Rep_30,4.5,No,2,11.649416,4.875376,Excellent service,Pending,LOYAL20,FALSE,73,0,Pickup
ORD100033,2025-06-26,Ruth Ibrahim,2020-04-23,22,Non-binary,Kaduna,Kaduna City,P1920,Groceries,13.34,1,0,13.34,Pay on Delivery,Online,Rep_17,5,No,2,10.111515,3.287869,Wrong item,Cancelled,SUMMER10,FALSE,52,0,Standard
ORD100034,2021-07-10,Chinedu Okafor,2022-12-02,44,Male,Kano,Wudil,P1775,Sports,243.37,1,25,182.53,Pay on Delivery,Online,Rep_3,4.5,No,15,11.923547,3.423877,Wrong item,Cancelled,WELCOME5,TRUE,62,0,Pickup
ORD100035,2022-09-05,John Ng,2022-02-15,20,Non-binary,Abuja,Garki,P1552,Sports,90.82,3,15,231.59,Mobile Money,In-Store,Rep_15,3.7,No,17,12.199165,3.398099,Excellent service,Cancelled,,TRUE,48,0,Express
ORD100036,2024-07-11,Emeka Smith,2019-11-18,37,Female,Lagos,Victoria Island,P1878,Clothing,117.49,1,0,117.49,Cash,Online,Rep_9,3.4,No,17,-6.52471,3.475087,Excellent service,Pending,WELCOME5,FALSE,62,0,Express
ORD100037,2023-02-14,Ahmed Eze,2024-12-01,16,Male,Enugu,Nsukka,P1271,Sports,137.77,6,0,826.62,Mobile Money,Online,Rep_25,4.4,Yes,20,11.287382,4.987032,Fast delivery,Pending,SUMMER10,TRUE,100,1,Pickup
ORD100038,2024-09-28,Kemi Brown,2020-12-25,19,Female,Anambra,Awka,P1512,Clothing,139.01,2,5,264.12,Pay on Delivery,Online,Rep_8,4.5,No,18,10.359556,3.47215,Late delivery,Completed,WELCOME5,FALSE,71,0,Express
ORD100039,2022-11-06,Kemi Eze,2021-07-16,37,Male,Kaduna,Kaduna City,P1355,Electronics,149.02,1,0,149.02,Cash,Phone Order,Rep_28,4.6,No,9,12.748392,4.444381,Late delivery,Completed,LOYAL20,FALSE,14,0,Standard
ORD100040,2023.09.11,Fatima Brown,2023-12-10,43,Male,Kaduna,Kaduna City,P1507,Automotive,66.75,4,0,267,Mobile Money,Online,Rep_15,3.8,No,9,12.933999,4.055984,Wrong item,Shipped,WELCOME5,FALSE,59,0,Standard
ORD100041,2019-04-22,Michael Brown,2023-01-31,37,Non-binary,Oyo,Ibadan,P1053,Sports,61.01,3,0,183.03,Mobile Money,Phone Order,Rep_30,2.6,No,6,12.563276,3.248178,Fast delivery,Returned,LOYAL20,FALSE,84,0,Pickup
ORD100042,2020.07.08,Ahmed Ali,2023-12-17,33,Non-binary,Kano,Kano City,P1559,Household,179.55,3,50,269.33,Bank Transfer,Phone Order,Rep_4,4.7,Yes,5,10.115343,3.920883,,Shipped,FREESHIP,TRUE,72,0,Pickup
ORD100043,"Dec 05, 2020",Kemi Ibrahim,2019-03-26,31,Female,Enugu,Enugu City,P1949,Groceries,242.22,3,0,726.66,Pay on Delivery,Online,Rep_10,3.6,No,16,12.022354,4.518964,Late delivery,Completed,LOYAL20,FALSE,67,0,Standard
ORD100044,2019-07-14,Emeka Olu,2022-02-26,17,Female,Rivers,Eleme,P1487,Electronics,24.78,1,15,21.06,Pay on Delivery,Online,Rep_27,4.2,No,13,10.133982,4.862329,Damaged packaging,Returned,,FALSE,71,0,Pickup
ORD100045,2020-07-20,Ada Brown,2021-07-14,26,Female,Kaduna,Zaria,P1876,Clothing,175.28,3,20,420.67,Cash,Phone Order,Rep_25,4.2,No,3,9.624366,4.497573,,Returned,BLACKFRI,TRUE,56,1,Standard
ORD100046,2019-09-03,Ife Adeyemi,2019-05-03,29,Male,Lagos,Surulere,P1033,Groceries,89.68,2,5,170.39,Mobile Money,Online,Rep_18,2.9,No,14,-6.75585,4.175753,,Returned,LOYAL20,FALSE,59,0,Express
ORD100047,2020-11-07,Emeka Ali,2025-06-07,47,Female,Kano,Wudil,P1504,Clothing,98.93,4,5,375.93,Pay on Delivery,Phone Order,Rep_3,4.1,No,4,11.67079,3.176065,Late delivery,Pending,,TRUE,55,0,Standard
ORD100048,2023-03-28,Fatima Williams,2024-09-17,39,Male,Abuja,Gwarimpa,P1341,Groceries,9.44,3,0,28.32,Card,Phone Order,Rep_15,4.4,No,9,11.184972,4.862217,Excellent service,Cancelled,WELCOME5,TRUE,58,1,Pickup
ORD100049,2021-06-07,Emeka Smith,2023-05-31,16,Non-binary,Abuja,Wuse,P1493,Household,89.28,1,5,84.82,Card,Phone Order,Rep_3,4.8,No,18,11.054459,4.365284,Wrong item,Completed,BLACKFRI,TRUE,54,0,Pickup
ORD100050,2021-06-20,Grace Smith,2023-04-28,38,Non-binary,Abuja,Gwarimpa,P1879,Automotive,57.39,2,10,103.3,Cash,Phone Order,Rep_11,2.4,No,1,10.314233,4.811847,Fast delivery,Shipped,WELCOME5,TRUE,66,0,Standard
ORD100051,2020-05-24,John Okonkwo,2025-07-31,30,Non-binary,Abuja,Garki,P1610,Sports,12.25,6,5,69.82,Cash,Online,Rep_19,2.7,No,8,12.13871,4.634419,Customer complained,Returned,,FALSE,89,0,Standard
ORD100052,2020-10-11,Emeka Ogundele,2020-10-03,26,Female,Enugu,Nsukka,P1948,electronics,206.24,4,0,824.96,Card,Online,Rep_11,3.6,No,1,10.160433,3.854278,Late delivery,Pending,,FALSE,30,0,Pickup
ORD100053,2025-03-29,Ruth Brown,2019-07-20,42,Non-binary,Lagos,Victoria Island,P1804,Beauty,96.68,6,10,522.07,Pay on Delivery,Phone Order,Rep_27,3.8,No,9,-7.468436,3.980986,Wrong item,Pending,LOYAL20,TRUE,64,0,Express
ORD100054,2023-04-27,Grace Ogundele,2023-12-27,47,Female,Rivers,Obio-Akpor,P1145,Automotive,112.6,1,0,112.6,Bank Transfer,In-Store,Rep_24,2.6,No,14,12.317827,3.731474,Customer complained,Returned,SUMMER10,FALSE,70,0,Standard
ORD100055,44948,Emeka Ogundele,2024-01-18,46,Male,Abuja,Gwarimpa,P1509,Automotive,205.2,3,0,615.6,Card,Online,Rep_14,3.5,No,0,9.788233,3.337207,Excellent service,Returned,LOYAL20,FALSE,71,0,Pickup
ORD100056,2020-02-21,Ife Ogundele,2020-10-07,24,Non-binary,Rivers,Obio-Akpor,P1825,Clothing,145.73,2,0,291.46,Cash,Online,Rep_21,2.9,Yes,13,11.395352,4.628521,Excellent service,Shipped,,TRUE,43,0,Pickup
ORD100057,2023-11-10,Kemi Johnson,2022-04-05,31,Non-binary,Kaduna,Kaduna City,P1056,Groceries,29.82,2,5,56.66,Bank Transfer,In-Store,Rep_2,3.1,No,13,11.41094,3.417355,Late delivery,Cancelled,FREESHIP,TRUE,49,0,Standard
ORD100058,2020-02-02,Chinedu Musa,2024-10-10,38,Female,Kaduna,Zaria,P1205,Electronics,162.68,1,5,154.55,Card,Phone Order,Rep_20,4.1,No,19,12.450738,3.061826,Late delivery,Pending,BLACKFRI,FALSE,79,0,Standard
ORD100059,07-12-2021,Sara Ng,2020-02-11,46,Non-binary,Kano,Wudil,P1007,Sports,23.76,2,10,42.77,Bank Transfer,Online,Rep_30,3.6,No,9,12.374154,3.780462,Damaged packaging,Returned,,TRUE,63,0,Pickup
ORD100060,2025-08-05,Emeka Musa,2023-05-27,29,Female,Rivers,Obio-Akpor,P1558,Toys,133.48,2,5,253.61,Bank Transfer,In-Store,Rep_29,3,Yes,3,9.383112,3.863881,Customer complained,Returned,SUMMER10,FALSE,57,0,Pickup
ORD100061,,Mary Adeyemi,2022-01-20,32,Male,Kaduna,Kaduna City,P1274,Sports,275.56,4,10,992.02,Cash,Phone Order,Rep_29,4.8,No,14,12.202028,4.651641,Wrong item,Shipped,FREESHIP,FALSE,52,0,Pickup
ORD100062,2022.09.17,Chinedu Olu,2024-11-08,21,Non-binary,Lagos,Lekki,P1304,Toys,134.27,3,0,402.81,Pay on Delivery,In-Store,Rep_19,3.4,No,8,-7.487236,3.636556,Customer complained,Shipped,WELCOME5,FALSE,69,0,Pickup
ORD100063,07-25-2023,Ife Brown,2021-03-14,20,Female,Kano,Kano City,P1606,Automotive,68.83,4,5,261.55,Bank Transfer,Phone Order,Rep_26,5,No,4,12.015225,4.906135,Excellent service,Cancelled,,TRUE,57,0,Express
ORD100064,2024-08-13,Sara Musa,2020-05-15,44,Female,Oyo,Ibadan,P1016,Electronics,274.43,3,10,740.96,Cash,Online,Rep_14,2.4,No,13,12.888006,3.066414,Excellent service,Cancelled,BLACKFRI,FALSE,79,0,Express
ORD100065,2024-03-03,Mary Williams,2021-10-03,51,Male,Kano,Kano City,P1988,Clothing,101.37,3,0,304.11,Bank Transfer,Online,Rep_2,4.7,No,2,10.560162,3.625992,Wrong item,Shipped,FREESHIP,TRUE,42,0,Pickup
ORD100066,2020-07-11,Kemi Ali,2024-07-05,34,Female,Kano,Wudil,P1584,Household,41.45,2,20,66.32,Pay on Delivery,Phone Order,Rep_10,4.1,No,3,9.631275,4.809655,Damaged packaging,Completed,,FALSE,53,0,Standard
ORD100067,2019-03-20,John Ali,2020-02-14,47,Female,Rivers,Port Harcourt,P1956,Sports,54.03,1,0,54.03,Cash,In-Store,Rep_30,3.8,No,15,12.678607,3.650648,Customer complained,Returned,SUMMER10,FALSE,85,0,Pickup
ORD100068,2021-02-06,Emeka Johnson,2025-04-29,39,Male,Enugu,Enugu City,P1482,Automotive,52.66,3,10,142.18,Card,In-Store,Rep_12,3.9,No,14,9.470444,3.135171,Fast delivery,Pending,WELCOME5,FALSE,61,0,Standard
ORD100069,2020-10-13,Blessing Williams,2024-06-12,27,Male,Rivers,Eleme,P1385,Sports,325.49,3,5,927.65,Pay on Delivery,In-Store,Rep_26,4.1,No,12,11.018134,4.798827,Late delivery,Cancelled,WELCOME5,TRUE,31,0,Standard
ORD100070,2020-05-28,Ife Ibrahim,2025-07-14,39,Non-binary,Lagos,Yaba,P1971,Beauty,137.73,3,0,413.19,Mobile Money,Online,Rep_13,4.2,No,16,-6.421466,4.933096,Customer complained,Pending,,TRUE,93,0,Standard
ORD100071,2025-04-14,Sara Okoye,2020-10-29,53,Non-binary,Kano,Wudil,P1960,Toys,135.98,3,0,407.94,Bank Transfer,Online,Rep_24,5,No,3,11.041672,4.564251,Fast delivery,Cancelled,WELCOME5,FALSE,65,0,Pickup
ORD100072,2024-11-03,Chinedu Ibrahim,2023-06-13,34,Female,Anambra,Onitsha,P1009,Clothing,126.01,6,20,604.85,Card,In-Store,Rep_19,4,No,2,10.329204,3.932693,,Completed,SUMMER10,TRUE,73,0,Pickup
ORD100073,2021-02-04,Grace Ng,2024-02-22,53,Male,Abuja,Maitama,P1558,Groceries,106.75,3,15,272.21,Pay on Delivery,In-Store,Rep_3,5,No,20,10.546741,3.798451,Customer complained,Completed,BLACKFRI,TRUE,44,0,Express
ORD100074,2023-05-15,Chinedu Smith,2025-07-18,16,Male,Kano,Kano City,P1648,Toys,61.63,1,0,61.63,Mobile Money,In-Store,Rep_13,3.8,No,11,12.908932,3.71317,Customer complained,Returned,FREESHIP,FALSE,49,0,Express
ORD100075,2021-08-20,Grace Okafor,2024-05-21,44,Female,Lagos,Ikeja,P1344,Clothing,29.07,,0,145.35,Bank Transfer,Phone Order,Rep_27,4.2,Yes,20,-7.87583,4.17317,Wrong item,Cancelled,SUMMER10,TRUE,54,0,Standard
ORD100076,2025-02-04,Ife Adeyemi,2019-01-24,36,Female,Lagos,Victoria Island,P1973,Beauty,118.7,2,0,237.4,Card,Phone Order,Rep_14,3.9,No,12,-7.328457,4.620966,Customer complained,Completed,WELCOME5,TRUE,43,0,Pickup
ORD100077,2022-01-21,Blessing Adeyemi,2022-07-31,31,Male,Kano,Wudil,P1054,Beauty,279.19,1,0,279.19,Pay on Delivery,In-Store,Rep_19,2.5,No,15,9.50741,3.196713,Wrong item,Cancelled,SUMMER10,FALSE,51,0,Express
ORD100078,2020-10-06,Emeka Okafor,2024-12-23,36,Male,Kano,Wudil,P1583,Household,124.68,3,5,355.34,Card,Online,Rep_11,3.4,No,6,10.598649,3.286687,Damaged packaging,Pending,,TRUE,39,0,Pickup
ORD100079,2020-08-23,Ada Smith,2021-05-19,16,Non-binary,Anambra,Awka,P1184,Sports,203.11,4,0,812.44,Cash,Phone Order,Rep_24,5,No,18,11.441268,4.981292,Wrong item,Returned,BLACKFRI,FALSE,22,0,Pickup
ORD100080,2022-09-28,Ada Ibrahim,2019-07-30,32,Male,Kaduna,Kaduna City,P1979,Electronics,19.25,5,10,86.62,Card,In-Store,Rep_28,3.3,No,8,9.762552,3.312803,Excellent service,Completed,LOYAL20,TRUE,32,0,Pickup
ORD100081,2020-10-01,David Brown,2022-11-25,39,Male,Oyo,Ibadan,P1709,Beauty,110.08,5,10,495.36,Card,Phone Order,Rep_18,4.8,No,18,12.720049,3.748797,Excellent service,Completed,SUMMER10,TRUE,42,0,Standard
ORD100082,2022-11-23,Grace Brown,2019-03-18,52,Non-binary,Kano,Kano City,P1921,Electronics,63.66,2,0,127.32,Cash,Phone Order,Rep_27,2.1,No,6,9.299943,4.551892,Late delivery,Shipped,BLACKFRI,FALSE,51,0,Express
ORD100083,"Dec 25, 2024",Ahmed Ng,2021-09-11,28,Female,Oyo,Ogbomoso,P1398,Beauty,54.72,1,5,51.98,Cash,Phone Order,Rep_5,3.7,No,12,9.202379,3.317597,Damaged packaging,Completed,BLACKFRI,FALSE,50,0,Pickup
ORD100084,2021-08-30,Ada Ali,2024-01-07,25,Female,Oyo,Ogbomoso,P1741,Beauty,233.46,3,5,665.36,Bank Transfer,In-Store,Rep_25,4.5,No,16,12.627448,3.593404,Customer complained,Cancelled,,TRUE,66,0,Pickup
ORD100085,2020-06-17,Ife Olu,2023-11-17,28,Non-binary,Lagos,Ikeja,P1237,Beauty,64.64,4,0,258.56,Cash,Online,Rep_24,4,No,16,-7.517023,3.930949,Wrong item,Cancelled,WELCOME5,TRUE,89,0,Standard
ORD100086,2025-08-25,Blessing Ali,2020-03-04,45,Non-binary,Enugu,Enugu City,P1756,Electronics,137.54,4,0,550.16,Mobile Money,In-Store,Rep_21,4.4,No,16,10.995359,3.056753,Wrong item,Pending,FREESHIP,TRUE,52,0,Pickup
ORD100087,2022-05-25,Ada Adeyemi,2020-03-29,38,Female,Enugu,Nsukka,P1447,Clothing,86.9,5,0,434.5,Bank Transfer,In-Store,Rep_18,1.9,Yes,20,12.549744,4.156134,Damaged packaging,Shipped,BLACKFRI,FALSE,46,0,Standard
ORD100088,2019-08-10,Fatima Musa,2021-09-10,28,Non-binary,Enugu,Nsukka,P1408,Household,29.74,4,10,107.06,Mobile Money,In-Store,Rep_13,3.2,No,20,12.469944,4.723107,Wrong item,Pending,BLACKFRI,TRUE,84,0,Standard
ORD100089,2019-04-25,David Eze,2023-01-13,41,Non-binary,Enugu,Enugu City,P1891,Household,145.33,2,5,276.13,Cash,Online,Rep_7,3.5,No,4,12.10181,4.60581,,Completed,BLACKFRI,TRUE,60,0,Pickup
ORD100090,2019-09-24,Blessing Okoye,2024-01-26,36,Non-binary,Lagos,Ikeja,P1696,Toys,73.18,2,10,131.72,Bank Transfer,Online,Rep_6,3.2,No,8,-6.064421,4.16559,Wrong item,Shipped,,TRUE,58,0,Express
ORD100091,2023-03-08,John Brown,2019-07-07,46,Non-binary,Kano,Wudil,P1709,Beauty,165.3,6,5,942.21,Card,In-Store,Rep_5,4,No,11,12.107855,3.440625,Damaged packaging,Returned,,FALSE,77,0,Express
ORD100092,2024-04-11,Michael Okafor,2022-04-11,26,Female,Kaduna,Zaria,P1217,Groceries,45.03,3,5,128.34,Cash,Online,Rep_19,2.5,No,15,9.872651,4.863502,Fast delivery,Returned,,FALSE,42,0,Pickup
ORD100093,2021-10-24,Ahmed Ng,2021-03-30,31,Male,Rivers,Obio-Akpor,P1991,Household,59.5,2,0,119,Card,Online,Rep_23,3.8,No,14,11.576854,4.336029,Late delivery,Returned,WELCOME5,TRUE,48,0,Pickup
ORD100094,2019-06-04,Michael Ali,2020-03-13,30,Male,Oyo,Ogbomoso,P1925,Electronics,129.16,2,0,258.32,Cash,Phone Order,Rep_29,5,Yes,14,10.117152,4.978902,Customer complained,Pending,SUMMER10,FALSE,58,0,Standard
ORD100095,2021-07-17,Kemi Olu,2023-01-07,17,Non-binary,Enugu,Enugu City,P1843,Electronics,52.97,1,15,45.02,Bank Transfer,Online,Rep_14,3.8,No,6,10.079374,4.814395,Excellent service,Returned,,FALSE,91,0,Pickup
ORD100096,2025-08-21,Sara Okafor,2020-02-22,38,Male,Rivers,Obio-Akpor,P1995,Sports,138.7,4,0,554.8,Mobile Money,Phone Order,Rep_1,2.6,No,7,11.260303,4.974514,Excellent service,Shipped,FREESHIP,TRUE,20,0,Express
ORD100097,2022-07-11,Kemi Williams,2022-01-10,38,Female,Oyo,Ogbomoso,P1760,Automotive,31.15,2,0,62.3,Pay on Delivery,Phone Order,Rep_6,5,No,4,12.413072,4.744917,Excellent service,Completed,SUMMER10,TRUE,62,0,Pickup
ORD100098,2025-06-21,Michael Musa,2024-04-22,35,Male,Rivers,Obio-Akpor,P1201,Automotive,34.48,3,10,93.1,Mobile Money,Phone Order,Rep_4,3.6,No,18,12.617951,4.318618,,Pending,,FALSE,43,0,Express
ORD100099,2024-09-26,Michael Okonkwo,2022-11-16,32,Male,Rivers,Eleme,P1300,Automotive,108.63,1,0,108.63,Mobile Money,Phone Order,Rep_25,2.7,No,9,9.127391,4.650617,Fast delivery,Pending,BLACKFRI,TRUE,27,0,Pickup
ORD100100,2019-01-28,Michael Ng,2021-09-13,18,Male,Lagos,Lekki,P1422,Automotive,136.16,2,0,272.32,Bank Transfer,Phone Order,Rep_28,3.9,No,10,-6.010501,4.572481,Wrong item,Returned,FREESHIP,FALSE,46,0,Express
ORD100101,2023-10-21,Emeka Smith,2020-12-09,29,Female,Kaduna,Kaduna City,P1517,Toys,111.73,2,10,201.11,Mobile Money,In-Store,Rep_15,3.6,No,20,12.457037,4.462685,Fast delivery,Pending,,TRUE,59,0,Standard
ORD100102,2023-07-18,David Eze,2019-12-06,30,Male,Lagos,Victoria Island,P1513,Groceries,125.5,4,0,502,Bank Transfer,Online,Rep_5,4.2,No,19,-6.215312,4.937326,,Shipped,FREESHIP,FALSE,60,0,Standard
ORD100103,2022-07-30,Chinedu Brown,2019-12-21,25,Female,Rivers,Eleme,P1754,Beauty,70.12,2,0,140.24,Card,Phone Order,Rep_9,4.1,No,6,9.021613,3.954408,Fast delivery,Pending,WELCOME5,TRUE,47,0,Pickup
ORD100104,2020-10-11,Chinedu Williams,2024-11-12,33,Non-binary,Kaduna,Kaduna City,P1677,Automotive,15.05,1,5,14.3,Mobile Money,In-Store,Rep_12,4.6,No,18,10.623828,3.288339,Excellent service,Pending,,FALSE,71,0,Pickup
